Nom;GPS
Institut de formation public Var prof de santé IF LA GARDE (83);43.14198,6.02739
Ecole supérieure d'art des Pyrénées Pau-Tarbes - Site de Tarbes (65);43.2363,0.07506
Lycée Saint Michel (Art-sur-Meurthe - 54);48.6641,6.24364
INSEEC Bordeaux (33);44.8518,-0.57054
Unité de formation et de recherche des sciences médicales - Rangueil - Université Toulouse 3 (31);43.5629,1.45964
Pôle Alienor - Tours (37);47.39417,0.69743
INSPE de Reims - Antenne de Charleville-Mézières (08);49.7395,4.71565
ESRA - Paris (Paris 15e  Arrondissement - 75);48.83749,2.28024
MFR (Saint-Egrève - 38);45.2331,5.68154
UNITE DE FORMATION ET DE RECHERCHE DE MEDECINE ET PHARMACIE UNIVERSITE DE POITIERS (86);46.5611,0.37937
Lycée professionnel agricole de COCONI (Ouangani - 976);-12.834,45.1366
CFA agricole public des Hauts-de-France (Lille - 59);50.64978,2.99275
Lycée Celony (Aix-en-Provence - 13);43.5301,5.43837
Lycée professionnel Brise Lames (Martigues - 13);43.4179,5.04162
CFA Bâtiment LP FELLETIN (23);45.8893,2.17728
CRESPA -SCIENCES U (Lyon 3e  Arrondissement - 69);45.7477,4.86554
Site de Challuy du CFA de la Nièvre (58);46.9436,3.15809
Lycée professionnel Martin Nadaud (Bellac - 87);46.1226,1.0629
Institut Saint Eloi (Bapaume - 62);50.1028,2.84698
Lycée professionnel Alpes et Durance Lycée des Métiers pluri-actifs du bois et de l'habitat en montagne (Embrun - 05);44.5595,6.48567
CREPS Rhône-Alpes (Vallon-Pont-d'Arc - 07);44.3987,4.38954
Lycée professionnel Sainte Thérèse (La Guerche-de-Bretagne - 35);47.9435,-1.23124
CFA INTERPROF CH MET COM IND (Chartres - 28);48.4439,1.48901
CREPS d'Ile de France - Antenne de Pontault-Combault (77);48.7848,2.62482
Université de Bordeaux - Antenne d'Agen (47);44.2082,0.62735
Institut Supérieur de Rééducation Psychomotrice Vichy (03);46.1223,3.42324
CFA E.C.49 - Lycée Saint Aubin La Salle - La Baronnerie (Verrières-en-Anjou - 49);47.4876,-0.49547
Lycée professionnel De La Foret (Chantilly - 60);49.1899,2.46267
Lycée agricole Campus de Pouillé (Les Ponts-de-Cé - 49);47.4366,-0.54219
Université de Rouen Normandie - Campus Madrillet Saint-Etienne-du-Rouvray (76);49.3871,1.06872
Lycée Honore Daumier (Marseille  8e  Arrondissement - 13);43.2603,5.387
ESAA Boulle (Paris 12e  Arrondissement - 75);48.8468,2.3915
FC de l'ISETA de Poisy (Sevrier - 74);45.8544,6.14261
Institut Agricole Sandar (Limonest - 69);45.8344,4.76618
UFA Pagnol (Limoges - 87);45.8201,1.28607
Lycée agricole Les Etablières (La Roche-sur-Yon - 85);46.6895,-1.42831
ANTENNE DE CFA ANT DU CFA A.F.F.I.D.A. 78 (La Verrière - 78);48.7571,1.944
Institut Saint Jude- Institut Nicolas Barré (Armentières - 59);50.7003,2.88374
Université de Bordeaux - Antenne de Périgueux (24);45.1841,0.71803
Association 3iS SUP (Trappes - 78);48.7936,1.97838
CREPS d'Ile de France - Antenne d'Eaubonne (Châtenay-Malabry - 92);48.7654,2.2739
CFA Transports et Logistique AFT- CFATL (Gennevilliers - 92);48.9411,2.29451
KEDGE DESIGN SCHOOL (Marseille  9e  Arrondissement - 13);43.2311,5.44201
Université Paris 2 Panthéon - Assas (Paris 15e  Arrondissement - 75);48.83492,2.29249
Lycée Jean Renoir (Bondy - 93);48.906,2.48188
Lycée Jacques Feyder (Epinay-sur-Seine - 93);48.9551,2.32084
Lycée Olympe De Gouges (Noisy-le-Sec - 93);48.8887,2.47001
I.U.T de Villetaneuse - Université Sorbonne Paris Nord (93);48.9563,2.34087
Lycée Jacques Brel (La Courneuve - 93);48.9291,2.4009
I.U.T. de Montreuil (93);48.8624,2.4638
Lycée polyvalent de Cachan (94);48.78821,2.32422
Lycée Paul Doumer (Le Perreux-sur-Marne - 94);48.8337,2.50886
Lycée Marcelin Berthelot (Saint-Maur-des-Fossés - 94);48.8099,2.4683
Lycée Hector Berlioz (Vincennes - 94);48.8466,2.42692
Lycée Jean Mace (Vitry-sur-Seine - 94);48.8018,2.40036
Lycée professionnel Gourdou-Leseurre (Saint-Maur-des-Fossés - 94);48.8022,2.50699
Lycée Francois Mansart (Saint-Maur-des-Fossés - 94);48.7914,2.49811
Lycée Gregor Mendel (Vincennes - 94);48.8488,2.42725
I.U.T. de Créteil-Vitry - Site de Créteil- UPEC (94);48.789,2.44451
Lycée Darius Milhaud (Le Kremlin-Bicêtre - 94);48.8019,2.34911
Lycée René Cassin (Gonesse - 95);48.9846,2.42986
Lycée Georges Braque (Argenteuil - 95);48.9505,2.25051
Lycée Romain Rolland (Goussainville - 95);49.0295,2.45532
Lycée Jean Perrin (Saint-Ouen-l'Aumône - 95);49.0578,2.12998
Lycée Fragonard (L'Isle-Adam - 95);49.0876,2.20254
Lycée agricole Sartene (20);41.7124,9.10166
Lycée professionnel Scamaroni (Bastia - 20);42.67,9.44103
I.U.T de Corte (20);42.2972,9.15439
Lycée Paul Vincensini (Bastia - 20);42.67,9.44095
CFA Corse-du-Sud (Ajaccio - 20);41.9487,8.75734
Lycée Pierre Mendès France (Vitrolles - 13);43.4483,5.24678
Lycée Francois Rabelais (Chinon - 37);47.1634,0.23522
Lycée Notre Dame (Chartres - 28);48.4512,1.49443
CFA INTERPROF G.EIFFEL-OG (Chilly-Mazarin - 91);48.7075,2.29701
Lycée professionnel des métiers du bois et de l'habitat (Aubin - 12);44.5297,2.24119
IFA - CFA DE LA CCI ALSACE (Colmar - 68);48.0764,7.36679
Lycée professionnel Hotelier De L'Hermitage (Tain-l'Hermitage - 26);45.0695,4.86043
Lycée Pierre Gilles de Gennes (Cosne-Cours-sur-Loire - 58);47.4018,2.9264
Lycée Peyramale Saint-Joseph (Lourdes - 65);43.0953,-0.04402
Lycée Alain-Fournier (Bourges - 18);47.1007,2.41248
Lycée professionnel Thomas Edison (Echirolles - 38);45.1513,5.72196
CFA BTP Georges Lanfry (Saint-Etienne-du-Rouvray - 76);49.32915,0.99383
CFA Industriel de l'AFPI Région Havraise (Le Havre - 76);49.5214,0.10476
MFREO de Loudéac (22);48.1862,-2.7625
Lycée Pierre de Coubertin (Bolbec - 76);49.5652,0.4603
MAISON FAMILIALE RURALE (Mont - 64);43.4341,-0.6517
MFR de Vulbens (74);46.0999,5.92769
Lycée Général, Technologique et Professionnel St Joseph (Hasparren - 64);43.381,-1.30485
CFA du bâtiment et des travaux publics de l'Aube (Pont-Sainte-Marie - 10);48.3254,4.10735
Lycée Boucher De Perthes (Abbeville - 80);50.1016,1.84401
CFA de la bourse du travail (Marseille  1er Arrondissement - 13);43.3003,5.38
CFA agricole de la Charente Maritime (Saintes - 17);45.757,-0.64382
Lycée Polyvalent Guy Moquet - Etienne Lenoir (Châteaubriant - 44);47.7275,-1.369
CFA Agricole du Bas Rhin (Obernai - 67);48.4623,7.48168
I.U.T. de Haguenau (67);48.8164,7.78656
Lycée Francois Villon (Les Mureaux - 78);48.9702,1.91972
Lycée professionnel Chateau Des Coudraies (Etiolles - 91);48.6347,2.4662
Lycée agricole D'Orion (Evron - 53);48.1581,-0.4041
Lycée GUSTAVE EIFFEL (Gagny - 93);48.8849,2.53652
CFA CHAMBRE DE METIERS DU TARN (Albi - 81);43.9211,2.21846
CFA du Pays de Montbéliard (Bethoncourt - 25);47.538,6.81203
Lycée Victor Duruy (Bagnères-de-Bigorre - 65);43.0632,0.15365
Lycée Saint Stanislas (Nîmes - 30);43.8374,4.35277
Lycée professionnel Heinlex (Saint-Nazaire - 44);47.2646,-2.26327
Lycée des métiers La Champagne (Vitré - 35);48.1214,-1.23062
CFA L'EA Campus Paris Gambetta (Paris 20e  Arrondissement - 75);48.8762,2.40603
BTP CFA ALLIER (Bellerive-sur-Allier - 03);46.1416,3.39839
Lycée professionnel Pierre Latecoere (Istres - 13);43.5038,4.99456
UFA de VALABRE - site de MARSEILLE du CFA Régional Agricole Public (13);43.2373,5.37777
INTERFOR SIA (Amiens - 80);49.8939,2.30754
Lycée Philibert Delorme (L'Isle-d'Abeau - 38);45.6234,5.21701
Lycée Samuel Raapoto (Papeete - 987);-17.5586,-149.611
CFA METIERS DE L AUTOMOBILE (Marseille  8e  Arrondissement - 13);43.2578,5.38974
Iut De Troyes (10);48.27,4.08084
Lycée professionnel Jules Verne (Guingamp - 22);48.5539,-3.14975
Lycée professionnel Renee Bonnet (Toulouse - 31);43.5555,1.46912
MFREO de Montauban de Bretagne (35);48.2025,-2.07746
Ecole Commerciale Privee (Strasbourg - 67);48.5912,7.74164
Lycée professionnel La Providence (Amiens - 80);49.876,2.30156
Lycée Assomption Bellevue (Lyon 7e  Arrondissement - 69);45.7385,4.83745
Lycée Claude-Nicolas LEDOUX / EBTP (Vincennes - 94);48.8504,2.43118
Lycée Paul Moreau (Bras-Panon - 974);-21.0024,55.683
CNAM de Franche-Comté site de Besançon et CNAM de Franche-Comté site de Belfort (90);47.6416,6.84501
Lycée professionnel Pierre Et Louis Poutrain (Saint-Jean-Saint-Nicolas - 05);44.6706,6.2162
Lycée La Mennais (Papeete - 987);-17.5516,-149.558
CFA TRAVAUX PUBLICS DE BRETAGNE (Ploërmel - 56);47.9394,-2.37963
Lycée professionnel Floride (La) (Marseille 14e  Arrondissement - 13);43.3373,5.37582
CFA TRANSPORT ET LOGISTIQUE (Jarville-la-Malgrange - 54);48.6633,6.20756
Lycée professionnel Agricole Tecomah (Jouy-en-Josas - 78);48.7583,2.14504
CFA BTP MARSEILLE (Marseille 11e  Arrondissement - 13);43.2959,5.47252
Lycée des métiers Sud Périgord Hélène Duc (Bergerac - 24);44.854,0.49441
Lycée professionnel Des Metiers Du Batiment Jean Garnier (Morcenx-la-Nouvelle - 40);44.0435,-0.91577
Lycée Henri Martin (Saint-Quentin - 02);49.8499,3.28411
Lycée professionnel Marie Curie (Saint-Jean-du-Gard - 30);44.114,3.87195
IFMEM (Toulouse - 31);43.6015,1.40393
Institut de Formation de Manipulateur en Electroradiologie Médicale (Nancy - 54);48.6776,6.20277
INSTITUT FORM CARRIERES SANTE HCL SECTEUR EST (Lyon 3e  Arrondissement - 69);45.742,4.88601
ECOLE DE FORMATION SANITAIRE CENTRE HOSPITALIER (Grenoble - 38);45.1918,5.76094
INST FORM MANIP RADIO MEDICALE CHU AMIENS IFMEM (80);49.872,2.25406
Lycée polyvalent Jeanne d'Arc (Franconville - 95);48.9876,2.23063
Institut Supérieur Saint-Denis (Annonay - 07);45.2422,4.67776
Lycée De Saint Just (Lyon 5e  Arrondissement - 69);45.757,4.8213
CFA BTP Marly (59);50.3371,3.52524
CFA HESDIGNEUL LES BOULOGNE (62);50.6608,1.66364
Institut Supérieur de la Construction (ISCO) (Grenoble - 38);45.1611,5.72396
Lycée Elie Vinet (Barbezieux-Saint-Hilaire - 16);45.4744,-0.14958
Lycée polyvalent Jean Moulin (Angers - 49);47.4912,-0.5508
Lycée Jules Renard (Nevers - 58);47.0036,3.16112
École de Travail ORT (Paris  4e  Arrondissement - 75);48.8567,2.36071
Lycée professionnel Placide Courtoy (Hautmont - 59);50.2802,3.9674
Lycée professionnel Romain Rolland (Amiens - 80);49.916,2.29805
Lycée professionnel Julie Daubie (Laon - 02);49.5614,3.61171
URMA - IMA 53 (Laval - 53);48.0575,-0.79372
Lycée des Métiers Durzy (Villemandeur - 45);48.0004,2.71585
IREO de Saint-Fulgent (85);46.851,-1.17137
Lycée professionnel Louis Delgres (Le Moule - 971);16.243,-61.5373
Lycée Sainte Marthe Chavagnes (Angoulême - 16);45.6496,0.15119
Lycée Val De Garonne (Marmande - 47);44.5051,0.15673
Groupe ESA-Ecole Supérieure d'Agriculture (Angers - 49);47.4592,-0.54405
Lycée professionnel Albert Londres (Cusset - 03);46.1317,3.44232
Lycée professionnel des métiers HSC Deville (Issoire - 63);45.5379,3.25982
Lycée agricole de la Bretonnière (Chailly-en-Brie - 77);48.8138,3.15228
Lycée Alain Borne (Montélimar - 26);44.5555,4.74664
Lycée des métiers Tony Garnier du Batiment et des Travaux Publics (Bron - 69);45.7269,4.88722
Lycée Dr. Gustave Jaume (Pierrelatte - 26);44.3804,4.698
Lycée professionnel agricole Honoré. de Balzac (Castelnau-le-Lez - 34);43.6304,3.89978
Lycée professionnel Dumas JEAN-JOSEPH (Fort-de-France - 972);14.6039,-61.0833
Ensemble scolaire Saint- Gabriel Saint- Michel (Saint-Laurent-sur-Sèvre - 85);46.9594,-0.89105
CFA DESCARTES (Marne-la-Vallée - 77);48.8361,2.59262
Lycée professionnel Charles De Foucauld (Schiltigheim - 67);48.6072,7.70977
Lycée professionnel Léon Chiris (Grasse - 06);43.6506,6.93097
Lycée Paul Langevin (Suresnes - 92);48.8771,2.22209
Lycée Newton-Enrea (Clichy - 92);48.9093,2.30673
UFA VIVARAIS FORMATION - CFA CREAP (Tournon-sur-Rhône - 07);45.0552,4.83647
CNED (Chasseneuil-du-Poitou - 86);46.6683,0.36253
Lycée professionnel Jean Moulin (Le Chesnay-Rocquencourt - 78);48.8263,2.13294
MFR CFA de Beaupréau (Beaupréau-en-Mauges - 49);47.208,-1.00349
Lycée Gaspard Monge (Savigny-sur-Orge - 91);48.6803,2.34717
CFA CIFAP (Alençon - 61);48.4447,0.05765
CFA COMMERCE ET DISTRIBUTION AFPAM (Bezannes - 51);49.21598,4.00113
LYCEE PROFESSIONNEL HORTICOLE ET PAYSAGER ST PHILIPPE (Meudon - 92);48.8067,2.24687
Lycée agricole DE NERMONT (Châteaudun - 28);48.0639,1.33258
MFR-IREO Les Herbiers (85);46.8768,-1.01809
MFR du Marais Poitevin (Sansais - 79);46.3049,-0.59526
CFA IFA 09 CCI DE L''ARIEGE (Saint-Paul-de-Jarrat - 09);42.9238,1.64091
Lycée professionnel Jean Guehenno (Saint-Amand-Montrond - 18);46.7342,2.50769
Lycée Léonard De Vinci (Antibes - 06);43.6051,7.07146
Lycée la Tourrache (Toulon - 83);43.1514,6.04493
GOBELINS, l'école de l'image (Paris 13e  Arrondissement - 75);48.8372,2.35377
Lycée professionnel Pierre-Andre Chabanne (Chasseneuil-sur-Bonnieure - 16);45.8229,0.45414
CFA MUNICIPAL DE SALON DE PROVENCE (13);43.6402,5.09702
ICL - ESTICE (Lille - 59);50.63127,3.04666
Lycée professionnel Frederic Mistral (Marseille  8e  Arrondissement - 13);43.2595,5.39057
CFA de Kerliver-Hanvec EPL Chateaulin (29);48.3198,-4.20716
Antenne de Verdun du CFA de la Meuse (55);49.1452,5.39513
Lycée René Descartes (Cournon-d'Auvergne - 63);45.7435,3.21024
Lycée professionnel maritime Du Guilvinec (Treffiagat - 29);47.7988,-4.27081
Lycée professionnel maritime (La Rochelle - 17);46.1548,-1.1806
Ecole Supérieure de Commerce et Développement 3A - ESCD 3A (Lyon 9e  Arrondissement - 69);45.7685,4.80586
Icam Site de Lille - Parcours ouvert (59);50.6301,3.03978
Icam Site de Nantes - Parcours intégré (Carquefou - 44);47.2749,-1.50702
Icam Site de Nantes - Parcours ouvert (Carquefou - 44);47.2749,-1.50702
Lycée professionnel Les Grippeaux (Parthenay - 79);46.6377,-0.26005
Lycée Jean Hyppolite (Jonzac - 17);45.4454,-0.43106
CENTRE DE FORMATION PROFESSIONNELLE FORESTIERE - CCI DE LA DROME (Châteauneuf-du-Rhône - 26);44.4967,4.71905
Antenne de Figeac du CFA du Lot (Lacapelle-Marival - 46);44.7278,1.92551
E.S.AA.T. (Roubaix - 59);50.6978,3.16582
Lycée professionnel Madeleine Vionnet (Bondy - 93);48.9043,2.47374
Lycée professionnel Alfred Costes (Bobigny - 93);48.9087,2.42821
Lycée professionnel Helene Boucher (Tremblay-en-France - 93);48.9487,2.57963
Lycée professionnel Carrel (Lyon 6e  Arrondissement - 69);45.7662,4.84964
Lycée professionnel des Collines (Rive-de-Gier - 42);45.5261,4.61654
Lycée professionnel Magenta (Villeurbanne - 69);45.7662,4.87147
Lycée agricole Kernilien (Guingamp - 22);48.5617,-3.19668
Lycée professionnel Val De Seine (Le Grand-Quevilly - 76);49.4008,1.04096
CPFP La Rouatière (Souilhanels - 11);43.356,1.90192
Ecole de formation sanitaire et sociale IFTS (Echirolles - 38);45.1549,5.71302
ECOLE PRATIQUE SERVICE SOCIAL CTRE POLYTECHN. ST LOUIS (Cergy - 95);49.0317,2.07616
I.M.F. Avignon (84);43.9158,4.88631
Institut du Travail Social de Pau (64);43.3147,-0.37087
IRTS-IDS (Canteleu - 76);49.4431,1.0167
Institut Régional et Européen des métiers de l'Intervention Sociale Rhône-Alpes (Annecy - 74);45.9132,6.11382
IRTS Hauts-de-France - Site Hainaut Cambrésis (Valenciennes - 59);50.3726,3.53533
CFA DU BTP AIN (Bourg-en-Bresse - 01);46.2052,5.2255
ANTENNE CFA AGRICOLE PRIVE METIERS PRODUC AGRIC UNREP (Quintenic - 22);48.5202,-2.41566
Lycée Saint Denis (Saint-Omer - 62);50.7498,2.26141
Lycée professionnel Kersa La Salle (Ploubazlanec - 22);48.7982,-3.04309
La Prépa des INP - Groupe INP - Bordeaux (Pessac - 33);44.8082,-0.5892
La Prépa des INP - Groupe INP - Nancy (Vandoeuvre-lès-Nancy - 54);48.6551,6.15225
Polytech Nice Sophia (Valbonne - 06);43.6156,7.07172
ENSGSI Nancy - Groupe INP (54);48.6951,6.19323
ISEL Le Havre (76);49.4897,0.12622
ENIB Brest (Plouzané - 29);48.36075,-4.56664
UTBM Université de Technologie de Belfort Montbéliard (90);47.588,6.86649
INSA Toulouse (31);43.5704,1.46794
ISEN Lille Cycle Préparatoire Informatique et Réseaux (59);50.6342,3.04871
ESCOM Chimie Compiègne (60);49.402,2.80244
CPE Lyon - Chartreux -  Sciences du numérique (Villeurbanne - 69);45.7841,4.86893
ISEP Paris Classes préparatoires associées avec Stanislas (Paris  6e  Arrondissement - 75);48.8456,2.32814
ECE Paris (Paris 15e  Arrondissement - 75);48.8519,2.28636
Lycée professionnel Alexandre Berard (Ambérieu-en-Bugey - 01);45.9751,5.35074
EPITA Paris (Le Kremlin-Bicêtre - 94);48.8155,2.36298
ESIEA Paris Prépa intégrée (Ivry-sur-Seine - 94);48.8146,2.37841
ENSIM Le Mans - IUT du Mans - Mesures Physiques (72);48.0152,0.15749
Polytech Annecy-Chambéry - IUT d'Annecy - Génie Electrique et Informatique Industrielle (Annecy-le-Vieux - 74);45.9208,6.154
Polytech Marseille - IUT de Marseille - Génie Electrique et Informatique Industrielle (13);43.2327,5.44202
Polytech Orléans - IUT d'Orléans - Génie Mécanique et Productique (45);47.8438,1.9266
La Rochelle Business School – Excelia Group (17);46.1407,-1.15601
Polytech Clermont-Ferrand - IUT de Clermont-Ferrand - Réseaux et Télécom (Aubière - 63);45.7508,3.11078
ESIROI La Réunion (Saint-Denis - 974);-20.9054,55.5003
Polytech Tours - IUT de Blois - Réseaux et Télécommunications (41);47.5836,1.32408
Bachelor IDRAC Business School - Campus de PARIS (Paris 17e  Arrondissement - 75);48.8869,2.30608
Bachelor IDRAC Business School - Campus de MONTPELLIER (34);43.643,3.83507
Bachelor IDRAC Business School - Campus de GRENOBLE (Gières - 38);45.1875,5.77849
ESIGELEC Rouen (Saint-Etienne-du-Rouvray - 76);49.3842,1.07757
ESME Sudria Bordeaux (33);44.866,-0.57454
EPITA Lyon (Lyon 3e  Arrondissement - 69);45.7548,4.85885
EPITA Strasbourg (67);48.5774,7.73496
Lycée Paul Painleve (Oyonnax - 01);46.2564,5.66009
Lycée Saint Pierre (Bourg-en-Bresse - 01);46.1995,5.22303
Lycée De La Plaine De L'Ain (Ambérieu-en-Bugey - 01);45.963,5.34342
Lycée Jules Verne (Château-Thierry - 02);49.0531,3.40043
Lycée Paul Constans (Montluçon - 03);46.3359,2.57751
Lycée Polyvalent Jean Monnet (Yzeure - 03);46.5682,3.35784
I.U.T d'Allier (Montluçon, Moulins, Vichy) (03);46.3283,2.5885
Lycée Valery Larbaud (Cusset - 03);46.132,3.4565
I.U.T. d'Aix-Marseille - Site de Digne (Digne-les-Bains - 04);44.0964,6.23925
Lycée Jacques Audiberti (Antibes - 06);43.5743,7.11689
Lycée Carnot (Cannes - 06);43.564,7.01827
Lycée professionnel les Palmiers (Nice - 06);43.6984,7.29176
I.U.T de Nice - Antenne de Cannes (06);43.5533,6.96638
Lycée agricole Olivier De Serres (Aubenas - 07);44.6035,4.40271
Lycée Monge (Charleville-Mézières - 08);49.7615,4.71263
Lycée agricole de Charleville le Balcon des Ardennes (Saint-Laurent - 08);49.7648,4.78039
Lycée Gabriel Faure (Foix - 09);42.962,1.60487
Lycée professionnel VAL MORé (maintenance des matériels...) (Bar-sur-Seine - 10);48.1107,4.38794
Lycée agricole Sainte Maure (10);48.3503,4.05405
Lycée Paul Sabatier (Carcassonne - 11);43.2224,2.34526
Lycée agricole Charlemagne (Carcassonne - 11);43.1965,2.35489
Lycée Beausejour (Narbonne - 11);43.1861,3.00609
L.P.A.H de Rignac (12);44.4109,2.28738
Lycée professionnel Gambetta (Aix-en-Provence - 13);43.5205,5.45964
Lycée Pasquet (Arles - 13);43.6724,4.62907
Lycée Marcel Pagnol (Marseille 10e  Arrondissement - 13);43.2833,5.43373
Lycée Saint Charles (Marseille  1er Arrondissement - 13);43.306,5.39194
Lycée Thiers (Marseille  1er Arrondissement - 13);43.2968,5.38259
Lycée Denis Diderot (Marseille 13e  Arrondissement - 13);43.3252,5.41444
Lycée des métiers Rene Caillie (Marseille 11e  Arrondissement - 13);43.2848,5.43735
Lycée Paul Langevin (Martigues - 13);43.4165,5.0584
Lycée Nativite (La) (Aix-en-Provence - 13);43.5119,5.4336
Lycée Maximilien de Sully (Marseille  6e  Arrondissement - 13);43.2917,5.38826
Lycée St Vincent De Paul (Marseille  6e  Arrondissement - 13);43.2873,5.37812
LYCEE PROFESSIONNEL PRIVE CLOVIS HUGUES (Aix-en-Provence - 13);43.526,5.45241
Lycée Arthur Rimbaud (Istres - 13);43.5029,4.98737
Lycée St Jean (Salon-de-Provence - 13);43.6407,5.08207
IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site de Caen (14);49.2123,-0.36609
